"Plot13"
"Time (sec)","Angular Displacement1 (deg)"
0,5.86414769394836e-15
0.04,-0.119999712325835
0.08,-0.239999104829549
0.12,-0.359999939560263
0.16,-0.479999465933298
0.2,-0.599996132705435
0.24,-0.719988361979086
0.28,-0.839974576780584
0.32,-0.959953201144379
0.36,-1.07992266026658
0.4,-1.19988138065845
0.44,-1.31982779029152
0.48,-1.43976031874642
0.52,-1.55967739736029
0.56,-1.67957745937647
0.6,-1.79945894009101
0.64,-1.91932027699848
0.68,-2.03915990994064
0.72,-2.15897628125101
0.76,-2.27876783589866
0.8,-2.39853302163558
0.84,-2.51827028914028
0.88,-2.63797809215762
0.92,-2.75765488764673
0.96,-2.87729913591806
1,-2.99690930077759
1.04,-3.1164838496658
1.08,-3.23602125379658
1.12,-3.35551998829612
1.16,-3.47497853234136
1.2,-3.59439536929418
1.24,-3.71376898683979
1.28,-3.83309787711951
1.32,-3.95238053686423
1.36,-4.07161546752778
1.4,-4.19080117541628
1.44,-4.3099361718215
1.48,-4.42901897314747
1.52,-4.54804810103807
1.56,-4.66702208250468
1.6,-4.7859394500511
1.64,-4.90479874179725
1.68,-5.02359850160191
1.72,-5.14233727918555
1.76,-5.26101363024719
1.8,-5.37962611658586
1.84,-5.49817330621725
1.88,-5.61665377348772
1.92,-5.73506609919063
1.96,-5.85340887067974
2,-5.97168068197701
2.04,-6.08988013388582
2.08,-6.20800583409964
2.12,-6.32605639730484
2.16,-6.44403044528995
2.2,-6.56192660704746
2.24,-6.67974351887584
2.28,-6.7974798244802
2.32,-6.91513417507044
2.36,-7.03270522946043
2.4,-7.15019165415891
2.44,-7.26759212346879
2.48,-7.38490531957607
2.52,-7.5021299326382
2.56,-7.61926466087689
2.6,-7.73630821066388
2.64,-7.853259296603
2.68,-7.97011664161692
2.72,-8.08687897702893
2.76,-8.20354504263926
2.8,-8.32011358680617
2.84,-8.43658336652339
2.88,-8.55295314748979
2.92,-8.6692217041863
2.96,-8.78538781994734
3,-8.90145028702531
3.04,-9.01740790666192
3.08,-9.13325948915457
3.12,-9.24900385391491
3.16,-9.36463982953519
3.2,-9.48016625384919
3.24,-9.5955819739849
3.28,-9.71088584642604
3.32,-9.82607673706726
3.36,-9.94115352126114
3.4,-10.0561150838749
3.44,-10.1709603193396
3.48,-10.2856881316924
3.52,-10.4002974346266
3.56,-10.5147871515376
3.6,-10.629156215557
3.64,-10.743403569601
3.68,-10.857528166405
3.72,-10.9715289685607
3.76,-11.0854049485521
3.8,-11.1991550887877
3.84,-11.3127783816329
3.88,-11.426273829439
3.92,-11.539640444572
3.96,-11.6528772494383
4,-11.7659832765099
4.04,-11.8789575683468
4.08,-11.9917991776188
4.12,-12.104507167125
4.16,-12.2170806098112
4.2,-12.3295185887869
4.24,-12.4418201973398
4.28,-12.5539845389484
4.32,-12.666010727294
4.36,-12.7778978862702
4.4,-12.8896451499916
4.44,-13.0012516627997
4.48,-13.1127165792704
4.52,-13.2240390642119
4.56,-13.3352182926736
4.6,-13.4462534499436
4.64,-13.5571437315478
4.68,-13.6678883432478
4.72,-13.778486501037
4.76,-13.8889374311355
4.8,-13.9992403699837
4.84,-14.1093945642334
4.88,-14.2193992707397
4.92,-14.3292537565491
4.96,-14.4389572988876
5,-14.5485091851476
5.04,-14.4389521810882
5.08,-14.3292537870731
5.12,-14.2193992937473
5.16,-14.1093945858801
5.2,-13.9992403912376
5.24,-13.888937452047
5.28,-13.7784865216126
5.32,-13.6678883634907
