"Plot13"
"Time (sec)","Angular Displacement1 (deg)"
5.36,-13.5571437514606
5.4,-13.4462534695304
5.44,-13.3352183119377
5.48,-13.2240390831569
5.52,-13.1127165978999
5.56,-13.0012516811181
5.6,-12.8896451680008
5.64,-12.7778979039737
5.68,-12.666010744695
5.72,-12.5539845560503
5.76,-12.4418202141459
5.8,-12.3295186053006
5.84,-12.2170806260356
5.88,-12.1045071830634
5.92,-11.9917991932746
5.96,-11.8789575837232
6,-11.7659832916101
6.04,-11.6528772642657
6.08,-11.5396404591297
6.12,-11.4262738437304
6.16,-11.3127783956611
6.2,-11.199155102556
6.24,-11.0854049620637
6.28,-10.9715289818188
6.32,-10.8575281794127
6.36,-10.7434035823618
6.4,-10.6291562280739
6.44,-10.5147871638137
6.48,-10.4002974466659
6.52,-10.2856881434972
6.56,-10.1709603309135
6.6,-10.0561150952214
6.64000000000001,-9.94115353238223
6.68000000000001,-9.82607674796667
6.72000000000001,-9.71088585710749
6.76000000000001,-9.59558198445027
6.80000000000001,-9.48016626410229
6.84000000000001,-9.36463983957964
6.88000000000001,-9.24900386375263
6.92000000000001,-9.13325949878838
6.96000000000001,-9.01740791609631
7.00000000000001,-8.90145029626223
7.04000000000001,-8.78538782899053
7.08000000000001,-8.66922171303923
7.12000000000001,-8.55295315615453
7.16000000000001,-8.43658337500342
7.20000000000001,-8.32011359510507
7.24000000000001,-8.20354505075898
7.28000000000001,-8.08687898497314
7.32000000000001,-7.97011664938884
7.36000000000001,-7.85325930420476
7.40000000000001,-7.73630821809899
7.44000000000001,-7.61926466814847
7.48000000000001,-7.50212993974816
7.52000000000001,-7.38490532652859
7.56000000000001,-7.26759213026709
7.60000000000001,-7.15019166080421
7.64000000000001,-7.03270523595646
7.68000000000001,-6.91513418142064
7.72000000000001,-6.79747983068637
7.76000000000001,-6.67974352494186
7.80000000000001,-6.56192661297599
7.84000000000001,-6.44403045108356
7.88000000000001,-6.3260564029668
7.92000000000001,-6.20800583963252
7.96000000000001,-6.0898801392926
8.00000000000001,-5.97168068726019
8.04,-5.85340887584233
8.08,-5.73506610423561
8.12,-5.61665377841748
8.16,-5.49817331103466
8.2,-5.37962612129381
8.24,-5.26101363484834
8.28,-5.14233728368259
8.32,-5.02359850599788
8.36,-4.90479874609398
8.4,-4.78593945425146
8.44,-4.66702208661204
8.48,-4.54804810505494
8.51999999999999,-4.4290189770762
8.55999999999999,-4.30993617566447
8.59999999999999,-4.190801179176
8.63999999999999,-4.07161547120727
8.67999999999999,-3.95238054046622
8.71999999999999,-3.83309788064666
8.75999999999999,-3.71376899029418
8.79999999999999,-3.59439537267834
8.83999999999999,-3.47497853565775
8.87999999999999,-3.35551999154775
8.91999999999999,-3.23602125698488
8.95999999999998,-3.11648385279456
8.99999999999998,-2.99690930384871
9.03999999999998,-2.87729913893341
9.07999999999998,-2.75765489060941
9.11999999999998,-2.63797809506957
9.15999999999998,-2.51827029200446
9.19999999999998,-2.39853302445439
9.23999999999998,-2.27876783867377
9.27999999999998,-2.15897628398484
9.31999999999998,-2.03915991263638
9.35999999999998,-1.9193202796574
9.39999999999998,-1.79945894271577
9.43999999999997,-1.67957746196987
9.47999999999997,-1.55967739992413
9.51999999999997,-1.43976032128239
9.55999999999997,-1.3198277928028
9.59999999999997,-1.19988138314686
9.63999999999997,-1.07992266273382
9.67999999999997,-0.959953203592601
9.71999999999997,-0.839974579212913
9.75999999999997,-0.7199883643975
9.79999999999997,-0.599996135109696
9.83999999999997,-0.479999468328165
9.87999999999997,-0.359999941890777
9.91999999999996,-0.239999134355761
9.95999999999996,-0.119998624841202
9.99999999999996,7.1202047452384e-09
10.04,0.119995181729902
10.08,0.239985319079498
10.12,0.359968839292832
10.16,0.479944162682359
10.2,0.599909709896094
10.24,0.719863902068132
10.28,0.839805160966993
10.32,0.959731909147928
10.36,1.07964257009786
10.4,1.19953556838895
10.44,1.3194093298228
10.48,1.43926228158165
10.52,1.55909285237388
10.56,1.67889947258373
10.5999999999999,1.79868057441454
10.6399999999999,1.91843459203964
10.6799999999999,2.03815996174473
10.7199999999999,2.15785512207348
10.7599999999999,2.27751851397253
10.7999999999999,2.39714858093671
10.8399999999999,2.51674376914915
10.8799999999999,2.63630252762713
10.9199999999999,2.7558233083613
10.9599999999999,2.87530456645712
10.9999999999999,2.99474476027597
11.0399999999999,3.11414235157338
11.0799999999999,3.23349580563712
11.1199999999999,3.35280359142566
11.1599999999999,3.47206418170224
11.1999999999999,3.59127605317454
11.2399999999999,3.71043768662384
11.2799999999999,3.82954756704314
11.3199999999999,3.94860418376452
11.3599999999999,4.06760603059513
11.3999999999999,4.18655160594407
11.4399999999999,4.30543941295217
11.4799999999999,4.42426795961838
11.5199999999999,4.54303575892853
11.5599999999999,4.66174132897867
11.5999999999999,4.78038319309789
11.6399999999999,4.89895987997392
11.6799999999999,5.01746992377172
11.7199999999999,5.13591186425298
11.7599999999999,5.25428424689741
11.7999999999999,5.37258562301694
11.8399999999999,5.4908145498722
11.8799999999999,5.60896959078663
11.9199999999999,5.72704931525946
11.9599999999999,5.84505229907603
11.9999999999999,5.96297712441836
12.0399999999999,6.08082237997241
12.0799999999999,6.19858666103516
12.1199999999999,6.3162685696193
12.1599999999999,6.43386671455672
12.1999999999999,6.55137971160047
12.2399999999999,6.66880618352336
12.2799999999999,6.78614476021933
12.3199999999999,6.90339407879817
12.3599999999999,7.02055278367987
12.3999999999999,7.13761952669135
12.4399999999999,7.2545929671556
12.4799999999999,7.3714717719811
12.5199999999999,7.48825461575375
12.5599999999999,7.60494018082037
12.5999999999999,7.72152715737316
12.6399999999999,7.83801424353659
12.6799999999999,7.95440014544547
12.7199999999999,8.07068357732384
12.7599999999999,8.1868632615673
12.7999999999999,8.30293792881509
12.8399999999999,8.41890631802382
12.8799999999999,8.53476717654477
12.9199999999999,8.65051926019032
12.9599999999999,8.76616133330209
12.9999999999999,8.88169216882328
13.0399999999999,8.99711054835954
13.0799999999999,9.11241526224148
13.1199999999999,9.22760510959219
13.1599999999999,9.34267889838151
13.1999999999999,9.45763544548488
13.2399999999999,9.57247357674272
13.2799999999999,9.6871921270132
13.3199999999999,9.80178994022149
13.3599999999999,9.91626586941766
13.3999999999999,10.0306187768201
13.4399999999999,10.1448475338644
13.4799999999999,10.2589510212487
13.5199999999999,10.3729281289775
13.5599999999999,10.4867777564049
13.5999999999999,10.6004988122724
13.6399999999999,10.7140902147481
13.6799999999999,10.8275508914641
13.7199999999999,10.9408797795501
13.7599999999999,11.0540758256675
13.7999999999999,11.1671379860402
13.8399999999999,11.2800652264845
13.8799999999999,11.3928565224364
13.9199999999999,11.5055108589788
13.9599999999999,11.618027230865
13.9999999999999,11.730404642542
14.0399999999999,11.8426421081712
14.0799999999999,11.9547386516487
14.1199999999999,12.0666933066221
14.1599999999999,12.178505116507
14.1999999999999,12.2901731345022
14.2399999999999,12.4016964236012
14.2799999999999,12.5130740566042
14.3199999999999,12.6243051161294
14.3599999999999,12.7353886946178
14.3999999999999,12.8463238943422
14.4399999999999,12.9571098274118
14.4799999999999,13.0677456157752
14.5199999999999,13.1782303912227
14.5599999999999,13.2885632953868
14.5999999999999,13.3987434797411
14.6399999999999,13.5087701055979
14.6799999999999,13.618642344104
14.7199999999999,13.7283593762359
14.7599999999999,13.8379203927923
14.7999999999999,13.9473245943866
14.8399999999999,14.0565711914369
14.8799999999999,14.1656594041552
14.9199999999999,14.2745884625353
14.9599999999999,14.3833576063391
15,14.4919660850817
