"Plot4"
"Time (sec)","Linear Displacement2 (mm)"
0,-65.0263367161998
0.04,-65.0262594165885
0.08,-65.0260298360205
0.12,-65.025645011834
0.16,-65.0251043339451
0.2,-65.0244078154142
0.24,-65.0235555230069
0.28,-65.0225475414277
0.32,-65.0213839710988
0.36,-65.0200649278817
0.4,-65.018590543062
0.44,-65.0169609632046
0.48,-65.0151763501103
0.52,-65.0132368806986
0.56,-65.0111427469194
0.6,-65.0088941556616
0.64,-65.0064913286202
0.68,-65.00393450221
0.72,-65.0012239274434
0.76,-64.9983598698061
0.8,-64.9953426091357
0.84,-64.9921724394926
0.88,-64.9888496690312
0.92,-64.9853746198594
0.96,-64.9817476278851
1,-64.977969042702
1.04,-64.9740392274036
1.08,-64.969958558463
1.12,-64.9657274255525
1.16,-64.9613462313916
1.2,-64.9568153915886
1.24,-64.9521353344558
1.28,-64.9473065008612
1.32,-64.942329344041
1.36,-64.9372043294151
1.4,-64.9319319344237
1.44,-64.9265126483265
1.48,-64.9209469720306
1.52,-64.9152354178908
1.56,-64.9093785095222
1.6,-64.9033767815975
1.64,-64.8972307796673
1.68,-64.8909410599367
1.72,-64.8845081890793
1.76,-64.8779327440303
1.8,-64.871215311776
1.84,-64.8643564891461
1.88,-64.8573568826052
1.92,-64.8502171080417
1.96,-64.8429377905505
2,-64.8355195642158
2.04,-64.8279630719034
2.08,-64.8202689650311
2.12,-64.8124379033572
2.16,-64.8044705547563
2.2,-64.7963675950001
2.24,-64.7881297075284
2.28,-64.7797575832341
2.32,-64.7712519202337
2.36,-64.7626134236425
2.4,-64.7538428053511
2.44,-64.7449407837972
2.48,-64.7359080837438
2.52,-64.7267454360434
2.56,-64.7174535774245
2.6,-64.7080332502521
2.64,-64.6984852023089
2.68,-64.6888101865647
2.72,-64.6790089609527
2.76,-64.669082288142
2.8,-64.6590309353106
2.84,-64.6488556739225
2.88,-64.6385572795
2.92,-64.6281365314016
2.96,-64.6175942125985
3,-64.6069311094493
3.04,-64.5961480114814
3.08,-64.5852457111675
3.12,-64.5742250037052
3.16,-64.5630866868011
3.2,-64.551831560447
3.24,-64.5404604267109
3.28,-64.5289740895128
3.32,-64.5173733544169
3.36,-64.5056590284158
3.4,-64.4938319197187
3.44,-64.4818928375414
3.48,-64.4698425918978
3.52,-64.4576819933937
3.56,-64.4454118530185
3.6,-64.4330329819429
3.64,-64.4205461913167
3.68,-64.4079522920669
3.72,-64.3952520947002
3.76,-64.3824464091034
3.8,-64.3695360443504
3.84,-64.3565218085065
3.88,-64.3434045084383
3.92,-64.3301849496224
3.96,-64.3168639359572
4,-64.3034422695781
4.04,-64.2899207506703
4.08,-64.2763001772899
4.12,-64.2625813451809
4.16,-64.2487650475977
4.2,-64.2348520751277
4.24,-64.2208432155171
4.28,-64.2067392534978
4.32,-64.1925409706185
4.36,-64.178249145072
4.4,-64.163864551532
4.44,-64.1493879609872
4.48,-64.1348201405764
4.52,-64.1201618534299
4.56,-64.1054138585084
4.6,-64.0905769104469
4.64,-64.075651759399
4.68,-64.0606391508823
4.72,-64.0455398256283
4.76,-64.0303545194312
4.8,-64.0150839629999
4.84,-63.9997288818111
4.88,-63.9842899959671
4.92,-63.9687680200485
4.96,-63.9531636629766
5,-63.9374776278719
5.04,-63.9531656222064
5.08,-63.9687698099305
5.12,-63.9842917627245
5.16,-63.9997306342152
5.2,-64.0150857016011
5.24,-64.0303562442683
5.28,-64.0455415367104
5.32,-64.0606408482174
5.36,-64.0756534429982
5.4,-64.0905785803228
5.44,-64.1054155146756
5.48,-64.1201634959048
5.52,-64.1348217693781
5.56,-64.1493895761363
5.6,-64.1638661530513
5.64,-64.1782507329854
5.68,-64.1925425449537
5.72,-64.2067408142826
5.76,-64.2208447627816
5.8,-64.2348536089048
5.84,-64.2487665679216
5.88,-64.2625828520882
5.92,-64.2763016708184
5.96,-64.2899222308602
6,-64.3034437364715
6.04,-64.3168653895985
6.08,-64.3301863900572
6.12,-64.3434059357146
6.16,-64.3565232226734
6.2,-64.3695374454597
6.24,-64.3824477972082
6.28,-64.3952534698562
6.32,-64.407953654332
6.36,-64.4205475407488
6.4,-64.4330343186033
6.44,-64.44541317697
6.48,-64.457683304701
6.52,-64.4698438906276
