"Plot4"
"Time (sec)","Linear Displacement2 (mm)"
6.56,-64.481894123761
6.6,-64.4938331934987
6.64000000000001,-64.5056602898285
6.68000000000001,-64.517374603536
6.72000000000001,-64.5289753264134
6.76000000000001,-64.5404616514708
6.80000000000001,-64.5518327731454
6.84000000000001,-64.5630878875187
6.88000000000001,-64.5742261925251
6.92000000000001,-64.5852468881739
6.96000000000001,-64.5961491767615
7.00000000000001,-64.6069322630906
7.04000000000001,-64.617595354691
7.08000000000001,-64.6281376620361
7.12000000000001,-64.6385583987713
7.16000000000001,-64.6488567819248
7.20000000000001,-64.6590320321419
7.24000000000001,-64.6690833738999
7.28000000000001,-64.6790100357378
7.32000000000001,-64.6888112504797
7.36000000000001,-64.6984862554567
7.40000000000001,-64.7080342927395
7.44000000000001,-64.7174546093577
7.48000000000001,-64.7267464575322
7.52000000000001,-64.7359090948977
7.56000000000001,-64.7449417847305
7.60000000000001,-64.7538437961756
7.64000000000001,-64.7626144044756
7.68000000000001,-64.7712528911915
7.72000000000001,-64.7797585444363
7.76000000000001,-64.7881306590957
7.80000000000001,-64.7963685370533
7.84000000000001,-64.8044714874215
7.88000000000001,-64.8124388267577
7.92000000000001,-64.8202698792957
7.96000000000001,-64.8279639771598
8.00000000000001,-64.8355204605962
8.04,-64.8429386781845
8.08,-64.8502179870642
8.12,-64.8573577531519
8.16,-64.864357351352
8.2,-64.8712161657798
8.24,-64.877933589972
8.28,-64.8845090270999
8.32,-64.8909418901773
8.36,-64.8972316022754
8.4,-64.9033775967196
8.44,-64.9093793173013
8.48,-64.9152362184803
8.51999999999999,-64.9209477655776
8.55999999999999,-64.9265134349841
8.59999999999999,-64.931932714344
8.63999999999999,-64.9372051027539
8.67999999999999,-64.9423301109543
8.71999999999999,-64.9473072615087
8.75999999999999,-64.9521360889927
8.79999999999999,-64.9568161401752
8.83999999999999,-64.9613469741921
8.87999999999999,-64.9657281627271
8.91999999999999,-64.9699592901794
8.95999999999998,-64.9740399538273
8.99999999999998,-64.9779697639951
9.03999999999998,-64.9817483442249
9.07999999999998,-64.9853753314073
9.11999999999998,-64.9888503759701
9.15999999999998,-64.9921731419828
9.19999999999998,-64.9953433073553
9.23999999999998,-64.9983605639319
9.27999999999998,-65.0012246176517
9.31999999999998,-65.0039351886808
9.35999999999998,-65.0064920115249
9.39999999999998,-65.0088948351821
9.43999999999997,-65.0111434232445
9.47999999999997,-65.0132375540054
9.51999999999997,-65.0151770205847
9.55999999999997,-65.0169616310314
9.59999999999997,-65.0185912084257
9.63999999999997,-65.0200655909725
9.67999999999997,-65.0213846321012
9.71999999999997,-65.02254820054
9.75999999999997,-65.0235561804142
9.79999999999997,-65.0244084712918
9.83999999999997,-65.0251049883197
9.87999999999997,-65.0256456622178
9.91999999999996,-65.026030439383
9.95999999999996,-65.0262592819428
9.99999999999996,-65.026332167802
10.04,-65.0262490906816
10.08,-65.0260100601776
10.12,-65.0256151017973
10.16,-65.0250642569759
10.2,-65.0243575831161
10.24,-65.02349515359
10.28,-65.0224770577934
10.32,-65.0213034011253
10.36,-65.0199743049981
10.4,-65.0184899068484
10.44,-65.0168503601276
10.48,-65.0150558342887
10.52,-65.0131065147818
10.56,-65.0110026030237
10.5999999999999,-65.0087443163821
10.6399999999999,-65.0063318881423
10.6799999999999,-65.0037655674682
10.7199999999999,-65.001045619377
10.7599999999999,-64.9981723246716
10.7999999999999,-64.9951459799171
10.8399999999999,-64.9919668973656
10.8799999999999,-64.9886354049171
10.9199999999999,-64.9851518460339
10.9599999999999,-64.9815165796971
10.9999999999999,-64.9777299803035
11.0399999999999,-64.9737924376263
11.0799999999999,-64.9697043566966
11.1199999999999,-64.9654661577426
11.1599999999999,-64.961078276086
11.1999999999999,-64.9565411620541
11.2399999999999,-64.9518552808796
11.2799999999999,-64.9470211125964
11.3199999999999,-64.9420391519309
11.3599999999999,-64.9369099081994
11.3999999999999,-64.931633905182
11.4399999999999,-64.9262116810137
11.4799999999999,-64.9206437880582
11.5199999999999,-64.9149307927822
11.5599999999999,-64.9090732756322
11.5999999999999,-64.9030718308898
11.6399999999999,-64.89692706655
11.6799999999999,-64.8906396041738
11.7199999999999,-64.8842100787512
11.7599999999999,-64.8776391385503
11.7999999999999,-64.8709274449759
11.8399999999999,-64.8640756724166
11.8799999999999,-64.8570845080927
11.9199999999999,-64.8499546518956
11.9599999999999,-64.8426868162393
11.9999999999999,-64.8352817258898
12.0399999999999,-64.8277401178128
12.0799999999999,-64.8200627409987
12.1199999999999,-64.8122503563025
12.1599999999999,-64.8043037362745
12.1999999999999,-64.7962236649868
12.2399999999999,-64.7880109378644
12.2799999999999,-64.7796663615123
12.3199999999999,-64.7711907535354
12.3599999999999,-64.7625849423663
12.3999999999999,-64.7538497670894
12.4399999999999,-64.7449860772564
12.4799999999999,-64.7359947327109
12.5199999999999,-64.7268766034046
12.5599999999999,-64.7176325692194
12.5999999999999,-64.7082635197836
12.6399999999999,-64.6987703542868
12.6799999999999,-64.6891539813004
12.7199999999999,-64.6794153185904
12.7599999999999,-64.6695552929379
12.7999999999999,-64.659574839949
12.8399999999999,-64.6494749038768
12.8799999999999,-64.6392564374321
12.9199999999999,-64.6289204016027
12.9599999999999,-64.618467765468
12.9999999999999,-64.6078995060154
13.0399999999999,-64.5972166079583
13.0799999999999,-64.5864200635531
13.1199999999999,-64.5755108724152
13.1599999999999,-64.5644900413398
13.1999999999999,-64.5533585841204
13.2399999999999,-64.5421175213719
13.2799999999999,-64.5307678803448
13.3199999999999,-64.5193106947538
13.3599999999999,-64.507747004599
13.3999999999999,-64.4960778559896
13.4399999999999,-64.4843043009695
13.4799999999999,-64.4724273973458
13.5199999999999,-64.4604482085159
13.5599999999999,-64.448367803297
13.5999999999999,-64.4361872557576
13.6399999999999,-64.4239076450514
13.6799999999999,-64.4115300552502
13.7199999999999,-64.3990555751814
13.7599999999999,-64.3864852982652
13.7999999999999,-64.3738203223545
13.8399999999999,-64.3610617495766
13.8799999999999,-64.3482106861773
13.9199999999999,-64.3352682423655
13.9599999999999,-64.3222355321618
13.9999999999999,-64.3091136732469
14.0399999999999,-64.2959037868139
14.0799999999999,-64.2826069974227
14.1199999999999,-64.2692244328553
14.1599999999999,-64.2557572239732
14.1999999999999,-64.2422065045804
14.2399999999999,-64.2285734112834
14.2799999999999,-64.2148590833589
14.3199999999999,-64.2010646626179
14.3599999999999,-64.1871912932781
14.3999999999999,-64.1732401218352
14.4399999999999,-64.1592122969373
14.4799999999999,-64.1451089692612
14.5199999999999,-64.1309312913918
14.5599999999999,-64.1166804177059
14.5999999999999,-64.1023575042527
14.6399999999999,-64.0879637086436
14.6799999999999,-64.073500189939
14.7199999999999,-64.0589681085406
14.7599999999999,-64.0443686260865
14.7999999999999,-64.0297029053448
14.8399999999999,-64.0149721101155
14.8799999999999,-64.0001774051287
14.9199999999999,-63.985319955951
14.9599999999999,-63.9704009288897
15,-63.9554214909011
