"Plot4"
"Time (sec)","Linear Displacement2 (mm)"
9.59999999999997,-64.9953156315885
9.63999999999997,-65.0011982716365
9.67999999999997,-65.0064669858853
9.71999999999997,-65.0111197100702
9.75999999999997,-65.0151546134437
9.79999999999997,-65.018570102379
9.83999999999997,-65.0213648237379
9.87999999999997,-65.0235376678304
9.91999999999996,-65.025087771174
9.95999999999996,-65.0260145188772
9.99999999999996,-65.0263175467081
10.04,-65.0259967428707
10.08,-65.0250522494073
10.12,-65.0234844633373
10.16,-65.0212940373835
10.2,-65.0184818804494
10.24,-65.0150491577092
10.28,-65.0109972904055
10.32,-65.0063279553003
10.36,-65.0010430837987
10.4,-64.9951448607904
10.44,-64.9886357231349
10.48,-64.9815183578625
10.52,-64.9737957000742
10.56,-64.9654709305367
10.5999999999999,-64.956547473011
10.6399999999999,-64.9470289912913
10.6799999999999,-64.9369193859727
10.7199999999999,-64.9262227909864
10.7599999999999,-64.914943569866
10.7999999999999,-64.9030863117957
10.8399999999999,-64.8906558274302
10.8799999999999,-64.8776571445038
10.9199999999999,-64.8640955032535
10.9599999999999,-64.8499763516502
10.9999999999999,-64.8353053404555
11.0399999999999,-64.8200883181422
11.0799999999999,-64.8043313256485
11.1199999999999,-64.7880405910232
11.1599999999999,-64.7712225239448
11.1999999999999,-64.7538837101476
11.2399999999999,-64.7360309057561
11.2799999999999,-64.7176710315525
11.3199999999999,-64.6988111671831
11.3599999999999,-64.6794585453201
11.3999999999999,-64.659620545793
11.4399999999999,-64.6393046897005
11.4799999999999,-64.6185186335211
11.5199999999999,-64.5972701632264
11.5599999999999,-64.5755671884185
11.5999999999999,-64.5534177364941
11.6399999999999,-64.5308299468562
11.6799999999999,-64.5078120651793
11.7199999999999,-64.4843724377338
11.7599999999999,-64.4605195057903
11.7999999999999,-64.4362618001083
11.8399999999999,-64.4116079355092
11.8799999999999,-64.3865666055619
11.9199999999999,-64.3611465773685
11.9599999999999,-64.335356686471
11.9999999999999,-64.309205831878
12.0399999999999,-64.2827029712195
12.0799999999999,-64.2558571160416
12.1199999999999,-64.2286773272338
12.1599999999999,-64.2011727106014
12.1999999999999,-64.1733524125885
12.2399999999999,-64.1452256161458
12.2799999999999,-64.1168015367548
12.3199999999999,-64.0880894186057
12.3599999999999,-64.0590985309191
12.3999999999999,-64.0298381644848
12.4399999999999,-64.0003176282126
12.4799999999999,-63.9705462460256
12.5199999999999,-63.9405333537731
12.5599999999999,-63.9102882963488
12.5999999999999,-63.8798204249482
12.6399999999999,-63.8491390944821
12.6799999999999,-63.8182536611245
12.7199999999999,-63.7871734800105
12.7599999999999,-63.7559079030639
12.7999999999999,-63.7244662769588
12.8399999999999,-63.6928579412065
12.8799999999999,-63.6610922263609
12.9199999999999,-63.6291784523387
12.9599999999999,-63.5971259268381
12.9999999999999,-63.5649439438706
13.0399999999999,-63.5326417823569
13.0799999999999,-63.5002287048301
13.1199999999999,-63.4677139561911
13.1599999999999,-63.4351067625199
13.1999999999999,-63.4024163299984
13.2399999999999,-63.3696518437499
13.2799999999999,-63.3368224668193
13.3199999999999,-63.3039373391433
13.3599999999999,-63.271005576475
13.3999999999999,-63.2380362693556
13.4399999999999,-63.2050384820387
13.4799999999999,-63.1720212513781
13.5199999999999,-63.1389935856733
13.5599999999999,-63.1059644634384
13.5999999999999,-63.0729428321032
13.6399999999999,-63.0399376066085
13.6799999999999,-63.0069576678996
13.7199999999999,-62.9740118612889
13.7599999999999,-62.9411089946793
13.7999999999999,-62.9082578366305
13.8399999999999,-62.8754671142532
13.8799999999999,-62.8427455109189
13.9199999999999,-62.810101663764
13.9599999999999,-62.7775441609796
13.9999999999999,-62.7450815388727
14.0399999999999,-62.7127222786814
14.0799999999999,-62.6804748031395
14.1199999999999,-62.648347472769
14.1599999999999,-62.6163485819038
14.1999999999999,-62.5844863544192
14.2399999999999,-62.5527689391801
14.2799999999999,-62.5212044051851
14.3199999999999,-62.4898007364133
14.3599999999999,-62.4585658263684
14.3999999999999,-62.4275074723266
14.4399999999999,-62.3966333692826
14.4799999999999,-62.3659511036098
14.5199999999999,-62.3354681464416
14.5599999999999,-62.3051918467793
14.5999999999999,-62.2751294243551
14.6399999999999,-62.2452879622525
14.6799999999999,-62.2156743993253
14.7199999999999,-62.1862955224222
14.7599999999999,-62.1571579584591
14.7999999999999,-62.1282681663675
14.8399999999999,-62.0996324289467
14.8799999999999,-62.0712568446748
14.9199999999999,-62.0431473195036
14.9599999999999,-62.0153095586909
15,-61.9877490587145
