"Plot13"
"Time (sec)","Angular Displacement1 (deg)"
0,5.86414769394836e-15
0.04,-0.0900057340679014
0.08,-0.179998750597599
0.12,-0.269999368174899
0.16,-0.359999938387014
0.2,-0.449999787966155
0.24,-0.539998250946264
0.28,-0.62999466152776
0.32,-0.719988354192924
0.36,-0.809978663698784
0.4,-0.899964925126186
0.44,-0.989946473911438
0.48,-1.07992264588176
0.52,-1.16989277729187
0.56,-1.25985620485947
0.6,-1.34981226579621
0.64,-1.43976029785012
0.68,-1.52969963933624
0.72,-1.61962962917082
0.76,-1.70954960691024
0.8,-1.79945891278234
0.84,-1.88935688772151
0.88,-1.97924287340699
0.92,-2.06911621229325
0.96,-2.15897624764631
1,-2.24882232357779
1.04,-2.33865378508136
1.08,-2.42846997806208
1.12,-2.51827024937618
1.16,-2.60805394686013
1.2,-2.69782041936824
1.24,-2.78756901680378
1.28,-2.87729909015297
1.32,-2.9670099915204
1.36,-3.05670107415897
1.4,-3.14637169250635
1.44,-3.2360212022137
1.48,-3.32564896018468
1.52,-3.41525432460012
1.56,-3.50483665495985
1.6,-3.59439531210419
1.64,-3.68392965825576
1.68,-3.7734390570458
1.72,-3.86292287354672
1.76,-3.95238047430663
1.8,-4.04181122737491
1.84,-4.13121450233903
1.88,-4.22058967035336
1.92,-4.30993610416743
1.96,-4.39925317816157
2,-4.4885402683719
2.04,-4.5777967525236
2.08,-4.66702201006064
2.12,-4.75621542217389
2.16,-4.84537637183121
2.2,-4.93450424380699
2.24,-5.02359842471105
2.28,-5.11265830301682
2.32,-5.2016832690902
2.36,-5.29067271521627
2.4,-5.37962603563033
2.44,-5.46854262654346
2.48,-5.55742188616933
2.52,-5.64626321475217
2.56,-5.73506601459541
2.6,-5.82382969008529
2.64,-5.91255364771903
2.68,-6.00123729613171
2.72,-6.08988004611904
2.76,-6.17848131066584
2.8,-6.26704050497148
2.84,-6.35555704647166
2.88,-6.4440303548663
2.92,-6.53245985214396
2.96,-6.62084496260313
3,-6.70918511287841
3.04,-6.79747973196519
3.08,-6.88572825123906
3.12,-6.973930104482
3.16,-7.06208472790547
3.2,-7.15019156016921
3.24,-7.23825004240642
3.28,-7.32625961824635
3.32,-7.41421973383154
3.36,-7.5021298378427
3.4,-7.58998938152018
3.44,-7.67779781867972
3.48,-7.76555460573756
3.52,-7.85325920172989
3.56,-7.94091106832845
3.6,-8.02850966986388
3.64,-8.11605447334541
3.68,-8.2035449484742
3.72,-8.29098056766725
3.76,-8.37836080607295
3.8,-8.46568514158901
3.84,-8.55295305488031
3.88,-8.64016402939557
3.92,-8.72731755138425
3.96,-8.81441310991337
4,-8.90145019688304
4.04,-8.9884283070428
4.08,-9.07534693800664
4.12,-9.1622055902688
4.16,-9.24900376721892
4.2,-9.33574097515303
4.24,-9.42241672329331
4.28,-9.50903052379995
4.32,-9.59558189178128
4.36,-9.68207034531125
4.4,-9.76849540544229
4.44,-9.85485659621374
4.48,-9.94115344466806
4.52,-10.0273854808632
4.56,-10.1135522378801
4.6,-10.1996532518373
4.64,-10.2856880619032
4.68,-10.3716562103016
4.72,-10.4575572423266
4.76,-10.5433907063528
4.8,-10.6291561538404
4.84,-10.7148531393491
4.88,-10.8004812205475
4.92,-10.8860399582168
4.96,-10.971528916264
5,-11.0569476617306
5.04,-10.9715281075813
5.08,-10.8860399704949
5.12,-10.8004812323173
5.16,-10.714853150909
5.2,-10.6291561652095
5.24,-10.5433907175343
5.28,-10.457557253324
5.32,-10.3716562211146
5.36,-10.2856880725341
5.4,-10.1996532622897
5.44,-10.1135522481536
5.48,-10.02738549096
5.52,-9.94115345459177
5.56,-9.85485660596377
5.6,-9.76849541502099
5.64,-9.68207035472223
5.68,-9.59558190102388
5.72,-9.50903053287647
5.76,-9.42241673220742
5.8,-9.3357409839041
5.84,-9.24900377580913
5.88,-9.16220559870234
5.92,-9.07534694628287
5.96,-8.98842831516355
6,-8.90145020485139
6.04,-8.81441311772962
6.08,-8.72731755905023
