"Plot4"
"Time (sec)","Linear Displacement2 (mm)"
0,-0.334155792991986
0.04,-0.263386993319362
0.08,-0.192648158266109
0.12,-0.121923416859763
0.16,-0.0512192178806006
0.2,0.0194637194647473
0.24,0.0901246973650221
0.28,0.160763019455968
0.32,0.231377989958294
0.36,0.301968913665268
0.4,0.372535095978408
0.44,0.443075842949623
0.48,0.513590461321139
0.52,0.584078258567149
0.56,0.654538542934627
0.6,0.724970623483024
0.64,0.795373810126516
0.68,0.86574741367349
0.72,0.936090745866789
0.76,1.00640311942548
0.8,1.07668384808308
0.84,1.14693224662807
0.88,1.2171476309459
0.92,1.28732931805574
0.96,1.35747662615194
1,1.42758887464264
1.04,1.49766538419043
1.08,1.56770547674912
1.12,1.63770847560521
1.16,1.70767370541506
1.2,1.7776004922442
1.24,1.8474881636055
1.28,1.91733604849672
1.32,1.98714347744095
1.36,2.05690978252083
1.4,2.12663429741975
1.44,2.19631635745547
1.48,2.26595529962194
1.52,2.3355504626208
1.56,2.40510118690461
1.6,2.47460681470554
1.64,2.54406669007874
1.68,2.61348015893444
1.72,2.68284656907381
1.76,2.75216527022737
1.8,2.82143561408523
1.84,2.89065695433701
1.88,2.95982864670415
1.92,3.02895004897311
1.96,3.09802052103344
2,3.16703942490695
2.04,3.23600612478448
2.08,3.30491998705869
2.12,3.3737803803558
2.16,3.44258667556908
2.2,3.51133824589151
2.24,3.58003446684761
2.28,3.648674716325
2.32,3.71725837460613
2.36,3.78578482439838
2.4,3.8542534508669
2.44,3.92266364166396
2.48,3.99101478695809
2.52,4.05930627946505
2.56,4.12753751447807
2.6,4.19570788989534
2.64,4.2638168062495
2.68,4.33186366673709
2.72,4.39984787724425
2.76,4.46776884637668
2.8,4.53562598548706
2.84,4.60341870869995
2.88,4.67114643294045
2.92,4.73880857796096
2.96,4.80640456636449
3,4.87393382363269
3.04,4.9413957781512
3.08,5.00878986123205
3.12,5.07611550714036
3.16,5.143372153119
3.2,5.21055923940925
3.24,5.27767620927693
3.28,5.34472250903564
3.32,5.41169758806632
3.36,5.47860089884223
3.4,5.54543189695129
3.44,5.61219004111394
3.48,5.67887479320757
3.52,5.74548561828732
3.56,5.81202198460288
3.6,5.8784833636217
3.64,5.94486923004891
3.68,6.0111790618425
3.72,6.07741234023608
3.76,6.14356854975534
3.8,6.20964717823645
3.84,6.27564771684332
3.88,6.34156966008509
3.92,6.40741250583255
3.96,6.4731757553349
4,6.53885891323523
4.04,6.60446148758659
4.08,6.66998298986676
4.12,6.73542293499333
4.16,6.80078084133856
4.2,6.86605623074067
4.24,6.93124862852137
4.28,6.99635756349792
