"Plot5"
"Time (sec)","Linear Displacement3 (mm)"
0,0.00123924789738328
0.04,0.000418704461296882
0.08,4.2584392123679e-05
0.12,0.000104145052109983
0.16,0.000609402624099364
0.2,0.00155862309325627
0.24,0.00295167103941257
0.28,0.00478833236892268
0.32,0.00706833450225125
0.36,0.00979134783590796
0.4,0.0129569859692452
0.44,0.0165648058825726
0.48,0.0206143081638091
0.52,0.0251049372370429
0.56,0.03003608161882
0.6,0.0354070741960255
0.64,0.0412171925317714
0.68,0.0474656591596123
0.72,0.0541516419824001
0.76,0.061274254585561
0.8,0.0688325566244943
0.84,0.0768255542794513
0.88,0.0852522006322548
0.92,0.0941113961087578
0.96,0.103401988999323
1,0.11312277589276
1.04,0.123272502191685
1.08,0.133849862641311
1.12,0.144853501865452
1.16,0.156282014923875
1.2,0.168133947886236
1.24,0.180407798422481
1.28,0.193102016410068
1.32,0.206215004555602
1.36,0.219745119032812
1.4,0.233690670134269
1.44,0.248049922937657
1.48,0.262821097985373
1.52,0.278002371977767
1.56,0.293591878477939
1.6,0.309587708629731
1.64,0.32598791188633
1.68,0.342790496750359
1.72,0.359993431524042
1.76,0.377594645069639
1.8,0.395592027578613
1.84,0.41398343135042
1.88,0.432766671572396
1.92,0.451939527138762
1.96,0.471499741416366
2,0.491445023074924
2.04,0.51177304689657
2.08,0.532481454594939
2.12,0.55356785563989
2.16,0.575029828085986
2.2,0.596864919406019
2.24,0.619070647326657
2.28,0.641644500667907
2.32,0.664583940184302
2.36,0.687886399408241
2.4,0.71154928549446
2.44,0.73556998006552
2.48,0.759945840057306
2.52,0.784674198564712
2.56,0.80975236568636
2.6,0.835177629368619
2.64,0.860947256247475
2.68,0.887058492489143
2.72,0.913508564627345
2.76,0.9402946803986
2.8,0.967414029573399
2.84,0.994863784784278
2.88,1.02264110234929
2.92,1.05074312309141
2.96,1.07916697315257
3,1.10790976480291
3.04,1.13696859724391
3.08,1.16634055740603
3.12,1.19602272073963
3.16,1.22601215199961
3.2,1.25630590602275
3.24,1.28690102849811
3.28,1.31779455673004
3.32,1.34898352039185
3.36,1.38046494227434
3.4,1.4122358390234
3.44,1.44429322186981
3.48,1.47663409735059
3.52,1.50925546802087
3.56,1.54215433315678
3.6,1.57532768944865
3.64,1.60877253168484
3.68,1.64248585342547
3.72,1.67646464766644
3.76,1.71070590749305
3.8,1.74520662672362
3.84,1.77996380054247
3.88,1.8149744261225
3.92,1.850235503237
3.96,1.88574403486096
4,1.92149702776117
4.04,1.95749149307578
4.08,1.9937244468825
4.12,2.03019291075621
4.16,2.06689391231493
4.2,2.10382448575502
4.24,2.14098167237504
4.28,2.17836252108846
4.32,2.21596408892496
4.36,2.25378344152084
4.4,2.29181765359775
4.44,2.33006380943051
4.48,2.36851900330359
4.52,2.40718033995628
4.56,2.44604493501688
4.6,2.48510991542566
4.64,2.5243724198465
4.68,2.56382959906796
4.72,2.60347861639272
4.76,2.64331664801677
4.8,2.68334088339698
4.84,2.72354852560866
4.88,2.76393679169151
4.92,2.80450291298577
4.96,2.84524413545713
