"Plot5"
"Time (sec)","Linear Displacement3 (mm)"
0,-39.9736884114443
0.04,-39.9178363047487
0.08,-39.8619852131552
0.12,-39.8061373315421
0.16,-39.750294434924
0.2,-39.6944582597819
0.24,-39.6386305370883
0.28,-39.5828129933121
0.32,-39.5270073501165
0.36,-39.4712153241044
0.4,-39.4154386264234
0.44,-39.3596789625385
0.48,-39.30393803184
0.52,-39.2482175273809
0.56,-39.1925191355696
0.6,-39.1368445357984
0.64,-39.081195400233
0.68,-39.025573393466
0.72,-38.9699801721844
0.76,-38.9144173849339
0.8,-38.8588866717929
0.84,-38.8033896640962
0.88,-38.7479279841332
0.92,-38.6925032448767
0.96,-38.6371170497225
1,-38.5817709921638
1.04,-38.5264666555787
1.08,-38.4712056129106
1.12,-38.4159894264414
1.16,-38.3608196475206
1.2,-38.3056978162984
1.24,-38.2506254615028
1.28,-38.1956041001586
1.32,-38.1406352373641
1.36,-38.0857203660636
1.4,-38.0308609667925
1.44,-37.9760585074819
1.48,-37.9213144431675
1.52,-37.8666302158569
1.56,-37.8120072542643
1.6,-37.757446973624
1.64,-37.7029507754572
1.68,-37.6485200474145
1.72,-37.5941561630545
1.76,-37.5398604816615
1.8,-37.4856343480672
1.84,-37.4314790924743
1.88,-37.3773960302793
1.92,-37.3233864619038
1.96,-37.2694516726417
2,-37.2155929325039
2.04,-37.161811496047
2.08,-37.1081086022597
2.12,-37.0544854743938
2.16,-37.0009433198519
2.2,-36.9474833300389
2.24,-36.8941066802585
2.28,-36.8408145295762
2.32,-36.7876080207174
2.36,-36.7344882799573
2.4,-36.6814564170199
2.44,-36.6285135249736
2.48,-36.5756606801539
2.52,-36.522898942062
2.56,-36.4702293532898
2.6,-36.4176529394496
2.64,-36.3651707090964
2.68,-36.3127836536603
2.72,-36.260492747395
2.76,-36.2082989473139
2.8,-36.1562031931408
2.84,-36.1042064072744
2.88,-36.0523094947278
2.92,-36.0005133431131
2.96,-35.9488188225991
3,-35.8972267858829
3.04,-35.8457380681822
3.08,-35.7943534872008
3.12,-35.7430738431158
3.16,-35.6918999185954
3.2,-35.6408324787648
3.24,-35.5898722712185
3.28,-35.5390200260245
3.32,-35.4882764557363
3.36,-35.4376422553971
3.4,-35.3871181025695
3.44,-35.3367046573388
3.48,-35.2864025623547
3.52,-35.2362124428445
3.56,-35.1861349066589
3.6,-35.1361705442932
3.64,-35.0863199289357
3.68,-35.0365836165081
3.72,-34.9869621457082
3.76,-34.9374560380586
3.8,-34.8880657979602
3.84,-34.8387919127462
3.88,-34.789634852738
3.92,-34.74059507131
3.96,-34.6916730049428
4,-34.6428690733035
4.04,-34.5941836792959
4.08,-34.5456172091469
4.12,-34.4971700324716
4.16,-34.4488425023471
4.2,-34.4006349553959
4.24,-34.3525477118589
4.28,-34.3045810756775
4.32,-34.2567353345802
4.36,-34.2090107601654
4.4,-34.1614076079833
4.44,-34.1139261176324
4.48,-34.0665665128401
4.52,-34.0193290015613
4.56,-33.9722137760624
4.6,-33.925221013019
4.64,-33.8783508736143
4.68,-33.83160350362
4.72,-33.7849790335091
4.76,-33.7384775785416
4.8,-33.6920992388666
4.84,-33.645844099616
4.88,-33.5997122310082
4.92,-33.5537036884439
