"Plot5"
"Time (sec)","Linear Displacement3 (mm)"
4.96,-33.5078185126046
5,-33.4620567295559
5.04,-33.5078161232739
5.08,-33.553701268802
5.12,-33.5997098269725
5.16,-33.6458417129309
5.2,-33.6920968696054
5.24,-33.7384752266517
5.28,-33.784976698936
5.32,-33.831601186304
5.36,-33.8783485734963
5.4,-33.9252187300392
5.44,-33.9722115101554
5.48,-34.0193267526638
5.52,-34.0665642808871
5.56,-34.113923902553
5.6,-34.1614054097098
5.64,-34.2090085786239
5.68,-34.2567331696988
5.72,-34.3045789273793
5.76,-34.3525455800662
5.8,-34.4006328400324
5.84,-34.4488404033297
5.88,-34.497167949719
5.92,-34.5456151425758
5.96,-34.5941816288194
6,-34.6428670388356
6.04,-34.6916709863952
6.08,-34.7405930685901
6.12,-34.789632865755
6.16,-34.8387899414034
6.2,-34.8880638421631
6.24,-34.9374540977093
6.28,-34.9869602207077
6.32,-35.0365817067576
6.36,-35.08631803433
6.4,-35.1361686647284
6.44,-35.1861330420301
6.48,-35.2362105930443
6.52,-35.2864007272734
6.56,-35.3367028368657
6.6,-35.3871162965915
6.64000000000001,-35.4376404638023
6.68000000000001,-35.4882746784057
6.72000000000001,-35.5390182628412
6.76000000000001,-35.5898705220667
6.80000000000001,-35.6408307435234
6.84000000000001,-35.6918981971419
6.88000000000001,-35.7430721353253
6.92000000000001,-35.7943517929469
6.96000000000001,-35.8457363873429
7.00000000000001,-35.8972251183283
7.04000000000001,-35.9488171681962
7.08000000000001,-36.0005117017328
7.12000000000001,-36.0523078662349
7.16000000000001,-36.1042047915361
7.20000000000001,-36.1562015900235
7.24000000000001,-36.2082973566754
7.28000000000001,-36.2604911691002
7.32000000000001,-36.3127820875663
7.36000000000001,-36.3651691550606
7.40000000000001,-36.4176513973301
7.44000000000001,-36.4702278229384
7.48000000000001,-36.5228974233351
7.52000000000001,-36.5756591729021
7.56000000000001,-36.6285120290489
7.60000000000001,-36.6814549322684
7.64000000000001,-36.7344868062283
7.68000000000001,-36.7876065578562
7.72000000000001,-36.8408130774283
7.76000000000001,-36.8941052386655
7.80000000000001,-36.9474818988464
7.84000000000001,-37.0009418988953
7.88000000000001,-37.0544840635161
7.92000000000001,-37.1081072012951
7.96000000000001,-37.1618101048352
8.00000000000001,-37.2155915508747
8.04,-37.2694503004345
8.08,-37.3233850989466
8.12,-37.377394676402
8.16,-37.43147774751
8.2,-37.4856330118422
8.24,-37.5398591540018
8.28,-37.5941548437862
8.32,-37.6485187363642
8.36,-37.7029494724428
8.4,-37.7574456784657
8.44,-37.8120059667898
8.48,-37.866628935877
8.51999999999999,-37.9213131705054
8.55999999999999,-37.9760572419525
8.59999999999999,-38.030859708224
8.63999999999999,-38.085719114256
8.67999999999999,-38.1406339921292
8.71999999999999,-38.1956028613059
8.75999999999999,-38.2506242288478
8.79999999999999,-38.3056965896499
8.83999999999999,-38.3608184266832
8.87999999999999,-38.4159882112266
8.91999999999999,-38.4712044031183
8.95999999999998,-38.5264654510147
8.99999999999998,-38.5817697926347
9.03999999999998,-38.6371158550214
9.07999999999998,-38.6925020548185
9.11999999999998,-38.7479267984984
9.15999999999998,-38.8033884827037
9.19999999999998,-38.8588854944334
9.23999999999998,-38.9144162114002
9.27999999999998,-38.9699790022741
9.31999999999998,-39.0255722269692
9.35999999999998,-39.0811942369607
9.39999999999998,-39.1368433755294
9.43999999999997,-39.1925179780881
9.47999999999997,-39.2482163724927
9.51999999999997,-39.3039368793184
9.55999999999997,-39.3596778121738
9.59999999999997,-39.4154374780171
9.63999999999997,-39.4712141774313
9.67999999999997,-39.5270062049698
9.71999999999997,-39.5828118494632
9.75999999999997,-39.6386293943197
9.79999999999997,-39.6944571179039
9.83999999999997,-39.7502932937039
9.87999999999997,-39.806136190864
9.91999999999996,-39.8619840743128
9.95999999999996,-39.9178352051979
9.99999999999996,-39.9736878411742
10.04,-40.0295402368047
10.08,-40.0853906437037
10.12,-40.1412373110714
10.16,-40.1970784858569
10.2,-40.2529124131937
10.24,-40.3087373367003
10.28,-40.3645514987609
10.32,-40.4203531409005
10.36,-40.4761405041118
10.4,-40.5319118291373
10.44,-40.5876653568584
10.48,-40.643399328576
10.52,-40.6991119863165
10.56,-40.7548015732233
10.5999999999999,-40.8104663338156
10.6399999999999,-40.8661045143258
10.6799999999999,-40.9217143630307
10.7199999999999,-40.9772941305413
10.7599999999999,-41.0328420701551
10.7999999999999,-41.0883564381274
10.8399999999999,-41.1438354940132
10.8799999999999,-41.1992775009451
10.9199999999999,-41.2546807259726
10.9599999999999,-41.3100434403252
10.9999999999999,-41.3653639197613
11.0399999999999,-41.4206404448021
11.0799999999999,-41.4758713010864
11.1199999999999,-41.5310547796127
11.1599999999999,-41.5861891770716
11.1999999999999,-41.641272796084
11.2399999999999,-41.6963039455046
11.2799999999999,-41.7512809406969
11.3199999999999,-41.8062021038048
11.3599999999999,-41.8610657640133
11.3999999999999,-41.9158702578247
11.4399999999999,-41.9706139293101
11.4799999999999,-42.0252951303674
11.5199999999999,-42.079912220975
11.5599999999999,-42.1344635694289
11.5999999999999,-42.1889475526051
11.6399999999999,-42.2433625561754
11.6799999999999,-42.2977069748548
11.7199999999999,-42.35197921262
11.7599999999999,-42.406177682944
11.7999999999999,-42.4603008090045
11.8399999999999,-42.5143470239012
11.8799999999999,-42.5683147708574
11.9199999999999,-42.6222025034439
11.9599999999999,-42.6760086857467
11.9999999999999,-42.7297317925823
12.0399999999999,-42.7833703096707
12.0799999999999,-42.8369227338312
12.1199999999999,-42.8903875731443
12.1599999999999,-42.9437633471321
12.1999999999999,-42.9970485869194
12.2399999999999,-43.0502418353975
12.2799999999999,-43.1033416473663
12.3199999999999,-43.1563465897018
12.3599999999999,-43.2092552414884
12.3999999999999,-43.2620661941455
12.4399999999999,-43.3147780515832
12.4799999999999,-43.3673894303083
12.5199999999999,-43.419898959558
12.5599999999999,-43.4723052814031
12.5999999999999,-43.5246070508625
12.6399999999999,-43.576802936011
12.6799999999999,-43.6288916180688
12.7199999999999,-43.6808717914992
12.7599999999999,-43.7327421640909
12.7999999999999,-43.7845014570454
12.8399999999999,-43.8361484050421
12.8799999999999,-43.8876817563197
12.9199999999999,-43.939100272732
12.9599999999999,-43.9904027298105
12.9999999999999,-44.0415879168171
13.0399999999999,-44.0926546367878
13.0799999999999,-44.1436017065829
13.1199999999999,-44.1944279569194
13.1599999999999,-44.2451322324039
13.1999999999999,-44.29571339156
13.2399999999999,-44.3461703068411
13.2799999999999,-44.3965018646659
13.3199999999999,-44.446706965411
13.3599999999999,-44.4967845234257
13.3999999999999,-44.5467334670342
13.4399999999999,-44.596552738527
13.4799999999999,-44.646241294155
13.5199999999999,-44.6957981041168
13.5599999999999,-44.7452221525421
13.5999999999999,-44.7945124374667
13.6399999999999,-44.843667970805
13.6799999999999,-44.8926877783211
13.7199999999999,-44.9415708995909
13.7599999999999,-44.9903163879634
13.7999999999999,-45.0389233105145
13.8399999999999,-45.0873907479993
13.8799999999999,-45.1357177947994
13.9199999999999,-45.1839035588661
13.9599999999999,-45.2319471616589
13.9999999999999,-45.2798477380828
14.0399999999999,-45.3276044364195
14.0799999999999,-45.3752164182545
14.1199999999999,-45.4226828584016
14.1599999999999,-45.4700029448289
14.1999999999999,-45.5171758785682
14.2399999999999,-45.5642008736369
14.2799999999999,-45.6110771569429
14.3199999999999,-45.6578039682006
14.3599999999999,-45.7043805598305
14.3999999999999,-45.7508061968603
14.4399999999999,-45.7970801568292
14.4799999999999,-45.8432017296819
14.5199999999999,-45.8891702176633
14.5599999999999,-45.9349849352089
14.5999999999999,-45.9806452088362
14.6399999999999,-46.0261503770286
14.6799999999999,-46.0714997901237
14.7199999999999,-46.1166928101933
14.7599999999999,-46.1617288109228
14.7999999999999,-46.2066071774933
14.8399999999999,-46.2513273064538
14.8799999999999,-46.2958886056005
14.9199999999999,-46.3402904938461
14.9599999999999,-46.384532401094
15,-46.4286137681096
