time_s,world_x_mm,world_y_mm,world_z_mm,plot_x_mm,plot_y_mm,plot_z_mm,vel_x_mm_s,vel_y_mm_s,vel_z_mm_s,speed_mm_s,tilt_deg,vel_elev_deg,is_contact_frame,is_minimum_frame,is_release_frame
14.64,118.45929,323.275848,135.859619,118.45929,135.859619,323.275848,79.82715000000098,-1427.7725500000324,114.31655000000319,1434.5644293703301,2.9321517934671655,-84.42244222465679,False,False,False
14.65,119.264496,308.495605,137.01857,119.264496,137.01857,308.495605,84.58290000000125,-1525.936850000031,118.49670000000242,1532.8662710984665,3.056437429125088,-84.5499847986651,False,False,False
14.66,120.150948,292.757111,138.229553,120.150948,138.229553,292.757111,86.94190000000253,-1623.3840500000351,122.38005000000248,1630.3102601677174,3.185628050692021,-84.71671295623692,False,False,False
14.67,121.003334,276.027924,139.466171,121.003334,139.466171,276.027924,95.70805000000291,-1719.4260000000395,125.2731500000018,1726.6381098602747,3.238570080701435,-84.76134954733963,False,False,False
14.68,122.065109,258.368591,140.735016,122.065109,140.735016,258.368591,105.47905000000264,-1815.0726500000383,129.61045000000286,1822.7488646317317,3.3596248078286903,-84.73982372658686,False,False,False
14.69,123.112915,239.726471,142.05838,123.112915,142.05838,239.726471,104.91715000000204,-1914.4523500000396,132.3295500000031,1921.8861877301686,3.3733865311305973,-84.95895676186224,False,False,False
14.7,124.163452,220.079544,143.381607,124.163452,143.381607,220.079544,105.73194999999214,-2014.5034999998552,134.66644999999062,2021.7662202930553,3.4604343294619215,-85.14206258308546,False,False,False
14.71,125.227554,199.436401,144.751709,125.227554,144.751709,199.436401,111.62679999999364,-2111.3120999998646,138.67644999999084,2118.8040220531666,3.597056863429639,-85.18033432876852,False,False,False
14.72,126.395988,177.853302,146.155136,126.395988,146.155136,177.853302,121.07355000000189,-2206.0669000000453,142.36070000000382,2213.9685049001723,3.6703338264536547,-85.15784356242212,False,False,False
14.73,127.649025,155.315063,147.598923,127.649025,147.598923,155.315063,126.13260000000355,-2305.7091000000482,145.12480000000414,2313.7124052441854,3.772727936522234,-85.23302470918038,False,False,False
14.74,128.91864,131.73912,149.057632,128.91864,149.057632,131.73912,132.65420000000358,-2393.3490500000516,142.70630000000165,2401.266728202738,3.8019422073042204,-85.3458994999626,True,False,False
14.75,130.302109,107.448082,150.453049,130.302109,150.453049,107.448082,145.00580000000264,-1067.6689000000242,65.84935000000041,1079.4812175097468,3.9126280457726517,-81.51612104532066,False,True,False
14.76,131.818756,110.385742,150.374619,131.818756,150.374619,110.385742,92.85200000000259,634.4009500000138,-16.952549999999064,641.3840099475688,4.268453600535218,81.53754696772302,False,False,False
14.77,132.159149,120.136101,150.113998,132.159149,150.113998,120.136101,37.13000000000011,932.1815500000203,-47.95380000000023,934.1523676546992,3.095214283139078,86.27755425680829,False,False,True
14.78,132.561356,129.029373,149.415543,132.561356,149.415543,129.029373,40.732600000000275,853.4984500000182,-28.397350000001097,854.9416110719002,3.0247247008417606,86.67043179316447,False,False,False
14.79,132.973801,137.20607,149.546051,132.973801,149.546051,137.20607,49.22179999999662,752.1262999999617,-5.339849999996659,753.7541182274857,2.4506661967167953,86.23379526656348,False,False,False
14.8,133.545792,144.071899,149.308746,133.545792,149.308746,144.071899,61.469249999996464,643.9414999999481,-12.255849999996826,646.98479887627,3.072274073376608,84.44053144091188,False,False,False
14.81,134.203186,150.0849,149.300934,134.203186,149.300934,150.0849,67.47890000000189,553.4172500000113,-3.0098000000007232,557.5240922496761,3.433617930371372,83.0413214647283,False,False,False
14.82,134.89537,155.140244,149.24855,134.89537,149.24855,155.140244,72.4861000000019,457.3082000000095,-7.246400000001813,463.0740057414354,3.920203676571073,80.94905165375098,False,False,False
14.83,135.652908,159.231064,149.156006,135.652908,149.156006,159.231064,76.58540000000085,361.70805000000837,-7.961250000000291,369.8126801902974,4.4479721185423235,77.98262295957453,False,False,False
14.84,136.427078,162.374405,149.089325,136.427078,149.089325,162.374405,83.15280000000257,265.5197000000062,-7.055649999999332,278.3251361858217,5.065008879172995,72.55230956195619,False,False,False
14.85,137.315964,164.541458,149.014893,137.315964,149.014893,164.541458,89.23265000000083,164.6721000000034,-5.600750000000517,187.37858667680328,5.635861534819331,61.50037903905594,False,False,False
14.86,138.211731,165.667847,148.97731,138.211731,148.97731,165.667847,93.13660000000164,63.34990000000107,1.5601999999998952,112.65021222177276,6.396143487397328,34.2191199878778,False,False,False
14.87,139.178696,165.808456,149.046097,139.178696,149.046097,165.808456,94.83109999999397,-36.263299999987794,9.014149999999063,101.92752010286748,7.205162377785991,-20.840971785700123,False,False,False
