time_s,world_x_mm,world_y_mm,world_z_mm,plot_x_mm,plot_y_mm,plot_z_mm,vel_x_mm_s,vel_y_mm_s,vel_z_mm_s,speed_mm_s,tilt_deg,vel_elev_deg,is_contact_frame,is_minimum_frame,is_release_frame
22.71,138.96225,298.031342,170.296295,138.96225,170.296295,298.031342,73.72515000000294,-1213.043200000042,70.4559500000014,1217.3221610154262,3.2013358146271473,-85.19458026849183,False,False,False
22.72,139.728638,285.419434,171.021225,139.728638,171.021225,285.419434,74.87485000000106,-1314.2609000000084,72.36635000000024,1318.3796285758049,3.180929422080378,-85.46985499012193,False,False,False
22.73,140.459747,271.746124,171.743622,140.459747,171.743622,271.746124,78.72390000000269,-1414.7919000000493,73.2536500000042,1418.8726757448262,3.290419715790679,-85.65348256997177,False,False,False
22.74,141.303116,257.123596,172.486298,141.303116,172.486298,257.123596,88.49030000000221,-1508.9622500000169,78.23105000000032,1513.5777820460057,3.3682490747752007,-85.52434535759595,False,False,False
22.75,142.229553,241.566879,173.308243,142.229553,173.308243,241.566879,94.2145999999857,-1604.9796999997507,82.86509999998634,1609.876657717123,3.3462893519701424,-85.5299266020264,False,False,False
22.76,143.187408,225.024002,174.1436,143.187408,174.1436,225.024002,96.66445000000203,-1700.7293500000524,85.5758500000029,1705.6223391913659,3.427907433872352,-85.65902586128864,False,False,False
22.77,144.162842,207.552292,175.01976,144.162842,175.01976,207.552292,102.33844999999928,-1799.942800000019,88.96180000000095,1805.0433356237047,3.461071593066601,-85.69171896312729,False,False,False
22.78,145.234177,189.025146,175.922836,145.234177,175.922836,189.025146,107.49815000000217,-1901.935600000059,92.84285000000455,1907.232202328057,3.525063321139998,-85.72894576085174,False,False,False
22.79,146.312805,169.51358,176.876617,146.312805,176.876617,169.51358,111.55395000000226,-1998.1773000000258,96.18760000000293,2003.5989769386879,3.5660429831366556,-85.78403469348757,False,False,False
22.8,147.465256,149.0616,177.846588,147.465256,177.846588,149.0616,119.19635000000471,-2094.7307500000616,100.20905000000312,2100.5110184312407,3.519714388779022,-85.74843528075236,False,False,False
22.81,148.696732,127.618965,178.880798,148.696732,178.880798,127.618965,127.22775000000092,-2171.158250000037,87.03155000000697,2176.623425769531,3.5945564970125385,-85.93894416658752,True,False,False
22.82,150.009811,105.638435,179.587219,150.009811,179.587219,105.638435,99.30189999999129,-928.5102999995697,35.12419999998747,934.4655980690452,3.8436329958446604,-83.5279980777272,False,True,False
22.83,150.68277,109.048759,179.583282,150.68277,179.583282,109.048759,-12.918849999972736,573.3119999999299,-37.11929999998938,574.6576271674558,2.948615216995424,86.07824735378593,False,False,False
22.84,149.751434,117.104675,178.844833,149.751434,178.844833,117.104675,-52.74809999999252,766.8933999998799,-61.36394999998993,771.1506878532795,4.680183094085442,83.9766996998418,False,False,True
22.85,149.627808,124.386627,178.356003,149.627808,178.356003,124.386627,8.14135000000806,691.6649000000016,-35.75359999999637,692.6362215368141,5.071768771943632,86.96528923183617,False,False,False
22.86,149.914261,130.937973,178.129761,149.914261,178.129761,130.937973,35.21419999999853,605.7281500000308,-10.536950000003344,606.8423674228773,5.187800855323164,86.52742904404842,False,False,False
22.87,150.332092,136.50119,178.145264,150.332092,178.145264,136.50119,26.667799999995623,495.82594999998855,-8.1108000000022,496.60882928807354,5.022650995904055,86.78237902903479,False,False,False
22.88,150.447617,140.854492,177.967545,150.447617,177.967545,140.854492,18.329649999999674,391.19110000002274,-19.95849999999882,392.1285433510295,5.774148572311112,86.03737954238164,False,False,False
22.89,150.698685,144.325012,177.746094,150.698685,177.746094,144.325012,28.722350000000915,297.3556499999886,-20.795450000001438,299.4625297380973,6.3455892273841314,83.19949424227678,False,False,False
22.9,151.022064,146.801605,177.551636,151.022064,177.551636,146.801605,33.74405000000024,200.62865000002057,-20.91294999999991,204.51862406376532,6.819949471935788,78.80728805348274,False,False,False
22.91,151.373566,148.337585,177.327835,151.373566,177.327835,148.337585,37.35044999999354,102.78399999998419,-19.87764999999672,111.1518229302657,7.182192801395859,67.62574638431147,False,False,False
22.92,151.769073,148.857285,177.154083,151.769073,177.154083,148.857285,40.0840500000013,3.5736499999829903,-13.301849999998012,42.38444587519612,7.387019726053973,4.836643245939534,False,False,False
22.93,152.175247,148.409058,177.061798,152.175247,177.061798,148.409058,46.53779999999915,-92.07919999998467,-9.305550000000949,103.59024646307013,7.616544967033286,-62.732725222928146,False,False,False
22.94,152.699829,147.015701,176.967972,152.699829,176.967972,147.015701,53.70560000000023,-189.25630000002093,-3.671249999997599,196.76309775367034,7.8747455897146885,-74.12244339469227,False,False,False
