time_s,world_x_mm,world_y_mm,world_z_mm,plot_x_mm,plot_y_mm,plot_z_mm,vel_x_mm_s,vel_y_mm_s,vel_z_mm_s,speed_mm_s,tilt_deg,vel_elev_deg,is_contact_frame,is_minimum_frame,is_release_frame
40.69,146.629684,298.586273,34.073151,146.629684,34.073151,298.586273,54.62874999998985,-1259.777799999767,-12.823849999997947,1261.0269056715788,4.487461115866078,-87.44958473242083,False,False,False
40.7,147.204239,285.493622,33.944439,147.204239,33.944439,285.493622,59.105699999992794,-1358.8714499998223,-9.189049999996314,1360.1873179959484,4.34572454822984,-87.47954208670453,False,False,False
40.71,147.811798,271.408844,33.88937,147.811798,33.88937,271.408844,61.877450000012686,-1456.964100000292,-4.196550000000798,1458.28351788672,4.249072884760618,-87.56252269610006,False,False,False
40.72,148.441788,256.35434,33.860508,148.441788,33.860508,256.35434,69.22835000001305,-1553.3859500003073,-2.6998500000006516,1554.9301473995877,4.159099557940323,-87.44630195150579,False,False,False
40.73,149.196365,240.341125,33.835373,149.196365,33.835373,240.341125,75.47299999998813,-1650.7499999997071,0.19799999999827378,1652.4744401751066,4.066362747135442,-87.38222632735202,False,False,False
40.74,149.951248,223.33934,33.864468,149.951248,33.864468,223.33934,78.28904999999031,-1748.979149999761,4.277050000000372,1750.735712676385,3.981247254993469,-87.43317962215332,False,False,False
40.75,150.762146,205.361542,33.920914,150.762146,33.920914,205.361542,83.6403000000173,-1848.7816000003677,8.27920000000131,1850.6911275079515,3.9812909898111832,-87.39701918547131,False,False,False
40.76,151.624054,186.363708,34.030052,151.624054,34.030052,186.363708,90.18019999998342,-1944.4373999996642,11.745049999997264,1946.5629240250605,4.0089460897774485,-87.32221353397046,False,False,False
40.77,152.56575,166.472794,34.155815,152.56575,34.155815,166.472794,95.81604999998763,-2039.9070499997179,13.514899999998761,2042.2008080984988,3.9549087952105135,-87.28416817333063,False,False,False
40.78,153.540375,145.565567,34.30035,153.540375,34.30035,145.565567,100.00685000001977,-2139.975000000425,17.173600000003717,2142.3793555789102,4.034098666984633,-87.28525266290332,False,False,False
40.79,154.565887,123.673294,34.499287,154.565887,34.499287,123.673294,98.99595000001955,-2184.6660500004336,-15.727200000003222,2186.9644013931147,4.1277535084853865,-87.37298211621577,True,False,False
40.8,155.520294,101.872246,33.985806,155.520294,33.985806,101.872246,72.88975000000482,-690.4777500009504,-72.28434999997353,698.0669496232842,3.880711710107806,-81.54368157658908,False,True,False
40.81,156.023682,109.863739,33.0536,156.023682,33.0536,109.863739,55.550399999995534,887.5629499999231,-125.16365000000292,898.0644611797355,3.334657578860382,81.22930747137718,False,False,False
40.82,156.631302,119.623505,31.482533,156.631302,31.482533,119.623505,51.14135000000897,916.432200000183,-155.85785000003102,930.9968229181187,3.1804391586823684,79.85198819673946,False,False,True
40.83,157.046509,128.192383,29.936443,157.046509,29.936443,128.192383,41.51379999999335,805.3519999999116,-148.61804999998094,820.0015635839324,2.8969377243490233,79.15345735649377,False,False,False
40.84,157.461578,135.730545,28.510172,157.461578,28.510172,135.730545,35.86729999999079,697.8797999998505,-152.21834999998305,715.187461113405,2.968922708431643,77.36932322790902,False,False,False
40.85,157.763855,142.149979,26.892076,157.763855,26.892076,142.149979,35.184500000006665,592.8177000001169,-158.82675000003155,614.7330404242573,3.0635695341253255,74.65498906549833,False,False,False
40.86,158.165268,147.586899,25.333637,158.165268,25.333637,147.586899,50.81785000000946,501.22525000009955,-144.50395000002868,524.1093365719566,3.6743430267957784,73.00635714711188,False,False,False
40.87,158.780212,152.174484,24.001997,158.780212,24.001997,152.174484,62.73114999999052,408.2221999999729,-132.4050999999797,433.7184250860733,4.710190436275246,70.25657695128949,False,False,False
40.88,159.419891,155.751343,22.685535,159.419891,22.685535,155.751343,67.16994999999133,309.0339999999169,-130.50019999997858,342.1171108538484,5.848649008822681,64.5951353254133,False,False,False
40.89,160.123611,158.355164,21.391993,160.123611,21.391993,158.355164,71.78425000001425,210.03415000004225,-126.97635000002549,255.71530297116317,6.948461722906887,55.22110033531589,False,False,False
40.9,160.855576,159.952026,20.146008,160.855576,20.146008,159.952026,75.31740000001537,109.76715000002241,-123.70265000002439,181.7247467433048,8.132135041447935,37.15905437526484,False,False,False
40.91,161.629959,160.550507,18.91794,161.629959,18.91794,160.550507,80.856299999984,9.085850000034952,-119.12149999998394,144.25749783687752,9.273714628502992,3.6110820334760083,False,False,False
40.92,162.472702,160.133743,17.763578,162.472702,17.763578,160.133743,89.1303999999891,-87.2253500000179,-114.51919999998165,169.31372376573458,10.366093746773206,-31.008818275618957,False,False,False
