time_s,world_x_mm,world_y_mm,world_z_mm,plot_x_mm,plot_y_mm,plot_z_mm,vel_x_mm_s,vel_y_mm_s,vel_z_mm_s,speed_mm_s,tilt_deg,vel_elev_deg,is_contact_frame,is_minimum_frame,is_release_frame
19.85,139.085556,327.626282,113.8358,139.085556,113.8358,327.626282,-9.680200000001598,169.94930000003563,-62.34050000001294,181.28102157367096,10.271029194767097,69.63435960404608,False,False,False
19.86,138.988754,329.325775,113.212395,138.988754,113.212395,329.325775,-6.044750000001841,171.24325000000317,-49.06350000000657,178.23584573641958,10.02098309699151,73.89764109157974,False,False,False
19.87,138.964661,331.051147,112.85453,138.964661,112.85453,331.051147,-6.877900000002228,169.97984999999971,-44.056350000004386,175.7310925526707,9.765928919329234,75.30106777069987,False,False,False
19.88,138.851196,332.725372,112.331268,138.851196,112.331268,332.725372,-12.944799999999304,165.04824999999983,-48.36805000000277,172.47597205380578,9.634983296241582,73.12389616364075,False,False,False
19.89,138.705765,334.352112,111.887169,138.705765,111.887169,334.352112,-20.09965000000102,161.15875000000597,-50.53330000000369,170.0874864314754,9.604201288197416,71.35274714456261,False,False,False
19.9,138.449203,335.948547,111.320602,138.449203,111.320602,335.948547,-20.127900000004047,159.4101000000046,-50.54590000000371,168.43871392061862,9.718392758825049,71.15541941402881,False,False,False
19.91,138.303207,337.540314,110.876251,138.303207,110.876251,337.540314,-11.538649999998597,155.33144999997603,-47.17669999999271,162.7471684110259,9.704506235349887,72.63716809022895,False,False,False
19.92,138.21843,339.055176,110.377068,138.21843,110.377068,339.055176,-9.085049999998773,151.6952500000043,-50.944500000002336,160.27891029800685,9.73711559953598,71.1638032032783,False,False,False
19.93,138.121506,340.574219,109.857361,138.121506,109.857361,340.574219,-8.400000000001455,151.5991000000031,-52.48645000000124,160.64767211016033,9.824745236815112,70.67807859148891,False,False,False
19.94,138.05043,342.087158,109.327339,138.05043,109.327339,342.087158,-8.425900000001093,149.87029999999868,-53.05215000000135,159.20626002931627,9.894848536734088,70.28110746054952,False,False,False
19.95,137.952988,343.571625,108.796318,137.952988,108.796318,343.571625,-8.695950000001176,147.6379500000039,-51.96915000000172,156.7589754314848,9.981506567525042,70.35862569758703,False,False,False
19.96,137.876511,345.039917,108.287956,137.876511,108.287956,345.039917,-4.206849999998667,142.13254999999845,-49.00855000000047,150.4034485293708,10.04576260541338,70.91045136791767,False,False,False
19.97,137.868851,346.414276,107.816147,137.868851,107.816147,346.414276,3.3683499999997366,132.83080000000336,-47.73980000000029,141.18943202096756,10.188186464148611,70.18608230227747,False,False,False
19.98,137.943878,347.696533,107.33316,137.943878,107.33316,347.696533,8.551750000000538,124.27370000000519,-45.03745000000072,132.45926484114415,10.318231177825743,69.75195637704547,False,False,False
