Angle_CD_BD,Angle_BD_AC
47.301808066759364,26.716633078777893
48.09900466973836,23.765900992071753
48.89620127271737,22.207590473868606
49.69339787569635,21.06876400344802
50.490594478675376,20.155736343358285
51.287791081654355,19.388619901719977
52.08498768463333,18.72531615538636
52.88218428761237,18.140458392034617
53.67938089059135,17.6173885818789
54.47657749357037,17.144487754962576
55.27377409654935,16.713280898253647
56.07097069952833,16.31736882543846
56.86816730250735,15.951784862485551
57.665363905486345,15.612586632304279
58.46256050846532,15.296585852493855
59.25975711144436,15.001163135433217
60.05695371442332,14.724137270325244
60.854150317402315,14.463670621019292
61.65134692038133,14.218199165236348
62.44854352336031,13.986379771779442
63.245740126339285,13.767049803302339
64.04293672931831,13.559195703961052
64.84013333229731,13.36192825019373
65.63732993527633,13.17446281942107
66.43452653825531,12.996103490411341
67.2317231412343,12.826230106436357
68.02891974421331,12.664287655686772
68.8261163471923,12.509777483080647
69.62331295017133,12.362249963405441
70.4205095531503,12.221298350844425
71.21770615612928,12.086553583256961
72.01490275910831,11.95767986722004
72.8120993620873,11.834370906052094
73.60929596506627,11.71634666084011
74.4064925680453,11.603350556020375
75.20368917102428,11.495147057879784
76.00088577400327,11.391519567584169
76.79808237698228,11.29226858083797
77.59527897996126,11.197210074664646
78.39247558294029,11.10617408853462
79.18967218591928,11.01900347251963
79.98686878889825,10.935552779585004
80.78406539187728,10.855687282757767
81.58126199485626,10.77928210089234
82.37845859783529,10.706221419217755
83.17565520081426,10.636397792898203
83.97285180379325,10.569711523545237
84.77004840677228,10.506070100048532
85.56724500975126,10.445387696296706
86.36444161273023,10.387584719372933
87.16163821570926,10.332587402674287
87.95883481868825,10.280327439133435
88.75603142166722,10.230741650348762
89.55322802464624,10.183771687966004
90.35042462762523,10.139363764113659
91.14762123060426,10.097468408094677
91.94481783358324,10.058040246879992
92.74201443656221,10.021037807249524
93.53921103954124,9.986423337687887
94.33640764252023,9.954162648368488
95.13360424549926,9.924224967762655
95.93080084847823,9.896582814584445
96.72799745145721,9.871211883938917
97.52519405443624,9.848090946681802
98.32239065741523,9.827201761118621
99.1195872603942,9.80852899628483
99.91678386337323,9.792060166147024
100.71398046635221,9.77778557415587
101.5111770693312,9.765698267661742
102.30837367231021,9.755794001782299
103.1055702752892,9.748071212376223
103.90276687826822,9.742530997845835
104.69996348124721,9.739177109548184
105.49716008422618,9.738015950652667
106.29435668720521,9.739056583336588
107.0915532901842,9.742310744262308
107.88874989316322,9.747792868329912
108.68594649614221,9.755520120748423
109.48314309912118,9.765512437517845
110.28033970210016,9.777792574462596
111.0775363050792,9.79238616500711
111.87473290805822,9.8093217869325
112.67192951103719,9.828631038406908
113.46912611401618,9.850348623633682
114.26632271699515,9.874512448517377
115.06351931997419,9.901163726805674
115.86071592295318,9.930347097227543
116.6579125259322,9.96211075221135
117.45510912891119,9.996506578837934
118.25230573189016,10.033590312757031
119.04950233486919,10.073421705876676
119.84669893784817,10.116064708719804
120.6438955408272,10.16158766843846
121.44109214380617,10.210063543575354
122.23828874678516,10.261570136774614
123.03548534976414,10.316190346762829
123.83268195274317,10.374012441054592
124.6298785557222,10.435130350979202
125.42707515870117,10.499643990783465
126.22427176168016,10.567659602738694
127.02146836465913,10.639290130368622
127.81866496763816,10.71465562212484
128.61586157061714,10.793883668063744
129.41305817359617,10.877109872332587
130.21025477657514,10.964478364548578
131.00745137955414,11.056142353460038
131.80464798253317,11.152264726617469
132.60184458551214,11.253018700148566
133.39904118849117,11.358588523144201
134.19623779147014,11.469170241607436
134.99343439444914,11.584972527415552
135.7906309974281,11.706217578287768
136.58782760040714,11.83314209534981
137.38502420338617,11.965998345544445
138.1822208063651,12.105055316857747
138.9794174093441,12.250599975119203
139.7766140123231,12.402938631997783
140.57381061530214,12.56239843475438
141.3710072182811,12.729328989332256
142.16820382126014,12.904104129472236
142.9654004242391,13.087123845725374
143.7625970272181,13.278816389510025
144.5597936301971,13.479640568706158
145.3569902331761,13.690088252697358
146.15418683615513,13.91068710624
146.9513834391341,14.142003573031973
147.74858004211308,14.384646131340851
148.54577664509208,14.639268845475213
149.3429732480711,14.906575238175275
150.1401698510501,15.18732251006327
150.9373664540291,15.482326132998772
151.73456305700807,15.792464844355306
152.53175965998707,16.118686068652085
153.3289562629661,16.46201179133419
154.12615286594504,16.823544906424292
154.9233494689241,17.204476054779985
155.72054607190307,17.606090962167862
156.51774267488207,18.029778275539634
157.3149392778611,18.477037880814155
158.11213588084007,18.949489664957458
158.9093324838191,19.448882657814988
159.70652908679807,19.977104453313625
160.50372568977707,20.53619076341026
161.300922292756,21.128334899375442
162.09811889573507,21.755896901404864
162.89531549871407,22.421411946894988
163.69251210169307,23.127597558072193
164.48970870467207,23.877358999817336
165.286905307651,24.67379210864877
166.08410191063004,25.520182626335846
166.88129851360904,26.420000932353016
167.67849511658804,27.376890889027017
168.47569171956704,28.39465134889315
169.27288832254604,29.47720875054365
170.07008492552507,30.628579181222822
170.86728152850407,31.85281835468617
171.664478131483,33.153958191366506
172.46167473446206,34.5359291464965
173.25887133744104,36.00246815520971
174.05606794042004,37.55701307619147
174.853264543399,39.20258580495744
